index,instruction,input,expected_answer,model_response,generation_time,dataset,task_type
15333,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Raviraj invested an amount of 100000000 at compound interest rate of 10 pcpa for a period of three years. How much amount will Raviraj get after three years?

Choices:
A. 12,310
B. 13,210
C. 13,320000
D. 13,1200000
E. 133100000",133100000,"Reasoning:
Explanation:
A = 100000000(1 + 10/100)3
= 133100000
Answer: E

Final Answer:
133100000",3.3515193462371826,AQUA-RAT,math_reasoning
13208,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"what is next no. 11 23 47 83 131 191 263 347 443 551???

Choices:
A. 171
B. 181
C. 191
D. 201
E. 671",671,"Reasoning:
11+12=23
23+24=47
47+26=73
73+28=101
101+30=131
131+32=163
163+34=197
197+36=233
233+38=271
271+40=311
311+42=353
353+44=397
397+46=443
443+48=491
491+50=541
541+52=593
593+54=647
647+56=703
703+58=761
761+60=821
821+62=883
883+64=947
947+66=1013
1013+68=1081
1081+70=1151
1151+72=1223
1223+74=1297
1297+76=1373
1373+78=1451
1451+80=1531
1531+82=1613
1613+84=1697
1697+86=1783
1783+88=1871
1871+90=1961
1961+92=2053
2053+94=2147
2147+96=2251
2251+98=2349
2349+100=2459
2459+102=2561
2561+104=2675
2675+106=2781
2781+108=2891
2891+110=3003
3003+112=3115
3115+114=3229
3229+116=3343
3343+118=3467
3467+120=3581
3581+122=3603
3603+124=3727
3727+126=3833
3833+128=3957
3957+130=4081
4081+132=4213
4213+134=4327
4327+136=4451
4451+138=4565
4565+140=4689
4689+142=4813
4813+144=4937
4937+146=5051
5051+148=5165
5165+150=5177
5177+152=5291
5291+154=5405
5405+156=5521
5521+158=5539
5539",44.14053988456726,AQUA-RAT,math_reasoning
13957,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A certain collage has total of 600 seniors each majoring in exactly one of six subjects. A minimum of 20 seniors major in each six subjects. If three quarter of the seniors major in one of four subjects, what is the greatest possible number of seniors majoring in one of the other two subjects?

Choices:
A. 100
B. 130
C. 75
D. 60
E. 50",130,"Reasoning:
Let's say the four subjects are A, B, C, and D. We know that 3/4 of the seniors major in one of these four subjects, so 3/4*600 = 450 seniors major in one of these four subjects. We also know that 20 seniors major in each of the other two subjects, so 2*20 = 40 seniors major in one of the other two subjects.
The greatest possible number of seniors majoring in one of the other two subjects is 40 + 1 = 41. The answer is C.

Final Answer:
75",10.857167959213257,AQUA-RAT,math_reasoning
13369,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"The greatest common factor of positive integers m and n is 9. What is the greatest common factor of (2m^2, 2n^2)?

Choices:
A. 9
B. 81
C. 162
D. 324
E. 405",162,"Reasoning:
Greatest common factor of m and n is 9.
Greatest common factor of 2m^2 and 2n^2 is 2*9 = 18.
Answer: A.

Final Answer:
9",4.255115747451782,AQUA-RAT,math_reasoning
19436,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"If each digit in the set A = {1, 2, 3, 4, 5, 6} is used exactly once, in how many ways can the digits be arranged?

Choices:
A. 720
B. 830
C. 940
D. 1050
E. 1160",720,"Reasoning:
The number of ways to arrange 6 distinct objects is 6! = 6*5*4*3*2*1 = 720
The answer is A.

Final Answer:
720",4.00021243095398,AQUA-RAT,math_reasoning
4322,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Find the value of y from (12)^3 x 6^4 ÷ 432 = y?

Choices:
A. 2456
B. 3456
C. 4578
D. 4290
E. 5184",5184,"Reasoning:
(12)^3 x 6^4 ÷ 432 = y
= (12 x 12 x 12) x (6 x 6 x 6 x 6) ÷ (12 x 12 x 3)
= 1728 x 1296 ÷ 432
= 5184
Answer: E

Final Answer:
5184",6.957300901412964,AQUA-RAT,math_reasoning
323,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A merchant marks goods up by 60% and then offers a discount on the marked price. The profit that the merchant makes after offering the discount is 20%. What % discount did the merchant offer?

Choices:
A. 20%
B. 25%
C. 30%
D. 35%
E. 40%",25%,"Reasoning:
Let the original price be $100.
The marked price is $160.
The profit is 20% of $160 = $32.
The selling price is $160 + $32 = $192.
The discount offered is $160 - $192 = $32.
The discount is $32/$160 = 20%.
The answer is A.

Final Answer:
20%",6.791983366012573,AQUA-RAT,math_reasoning
19461,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"The average weight of A, B and C is 45 kg. If the average weight of A and B be 42 kg and that of B and C be 43 kg, then the weight of B is:

Choices:
A. 33 kg
B. 31 kg
C. 32 kg
D. 36 kg
E. 35 kg",35 kg,"Reasoning:
A + B + C = 3 * 45 = 135
A + B = 42 * 2 = 84
B + C = 43 * 2 = 86
B = 86 - 84 = 2
B = 32 kg
Answer: C

Final Answer:
32 kg",6.245192527770996,AQUA-RAT,math_reasoning
11902,Solve the following math reasoning problem step by step.,"In a 60-item exam, Liza got 90% of the items correctly. Her best friend, Rose, got 2 more correct answers than her. How many incorrect answers did Rose have?",4,"Reasoning:
Liza got 60 x 90/100 = <<60*90/100=54>>54 items correctly.
So, Rose got 54 + 2 = <<54+2=56>>56 items correctly.
Therefore, Rose got 60 - 56 = <<60-56=4>>4 items incorrectly.

Final Answer:
4",6.472973585128784,gsm8k,math_reasoning
11448,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"log√ 8 / log 8 is equal to

Choices:
A. 1/√8
B. 1/4
C. 1/2
D. 1/8
E. None",1/2,"Reasoning:
log√ 8 / log 8 = log 8 / log 8 = 1/1 = 1/8
Answer is D

Final Answer:
1/8",3.597646474838257,AQUA-RAT,math_reasoning
15393,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Find the sum The difference between the compound and S.I. on a certain sum of money for 5 years at 20% per annum is Rs.75 of money?

Choices:
A. 1489
B. 6845
C. 2598
D. 1875
E. 2600",1875,"Reasoning:
Explanation:
Let the sum be Rs. x.
Then, S.I. = Rs. (x * 20 * 5)/100 = Rs. 10x
C.I. = Rs. [x * (1 + 20/100)5 - x] = Rs. [x * (6/5)5 - x]
= Rs. [x * 6.12 - x] = Rs. 0.12x
Difference = Rs. 10x - 0.12x = Rs. 9.88x
Given that difference = Rs. 75
=> 9.88x = 75
=> x = 75/9.88 = Rs. 7.60
Answer: D

Final Answer:
1875",14.166235446929932,AQUA-RAT,math_reasoning
3710,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"I chose a number and divide it by 6. Then I subtracted 189 from the result and got 3. What was the number I chose?

Choices:
A. 1200
B. 1152
C. 1189
D. 1190
E. 100",1152,"Reasoning:
Let the number be x.
x/6 - 189 = 3
x/6 = 192
x = 1152
Answer: B

Final Answer:
1152",3.603745698928833,AQUA-RAT,math_reasoning
16047,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Find the area of a parallelogram with base 24 cm and height 16 cm?

Choices:
A. 198 cm2
B. 384 cm2
C. 279 cm2
D. 128 cm2
E. 297 cm2",384 cm2,"Reasoning:
Area of a parallelogram = base * height
= 24 * 16
= 384 cm2
Answer: B

Final Answer:
384 cm2",3.310851812362671,AQUA-RAT,math_reasoning
27183,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"x is a positive integer of T less than 500. When x is divided by 7, the remainder is 1; when x is divided by 3, the remainder is 2. How many x are there?

Choices:
A. 21
B. 22
C. 23
D. 24
E. 25",24,"Reasoning:
x=7q+1
x=3p+2
7q+1=3p+2
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p+1
7q=3p",44.5178439617157,AQUA-RAT,math_reasoning
13497,Solve the following math reasoning problem step by step.,Mickey and Johnny are having a contest to see who can run around their block the most. One time around the block equals 200 meters. Johnny runs around the block 4 times. Mickey runs around the block half as many times as Johnny. What is the average distance run by Johnny and Mickey?,600,"Reasoning:
Johnny runs 200 x 4 = <<200*4=800>>800 meters.
Mickey runs 800/2 = <<800/2=400>>400 meters.
The average distance run by Johnny and Mickey is 800 + 400/2 = <<800+400/2=600>>600 meters.

Final Answer:
600",6.380937337875366,gsm8k,math_reasoning
22809,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A person can swim in still water at 12 km/h. If the speed of water 2 km/h, how many hours will the man take to swim back against the current for 10km?

Choices:
A. 1
B. 4
C. 5
D. 6
E. 7",1,"Reasoning:
M = 12
S = 2
US = 12 - 2 = 10
D = 10
T = D/US = 10/10 = 1
Answer: A

Final Answer:
1",4.573321342468262,AQUA-RAT,math_reasoning
15076,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"If A and B are two prime numbers bigger than 2, which of the following can't be true?
(1) A + B is an even number.
(2) A x B is also a prime number.
(3) A- B is also a odd number.

Choices:
A. 1 only.
B. 2 only.
C. 3 only.
D. 1 and 3 only.
E. 2 and 3. Only",2 and 3. Only,"Reasoning:
A and B are two prime numbers bigger than 2.
(1) A + B is an even number.
A and B are both odd numbers, so A + B is an even number.
(2) A x B is also a prime number.
A and B are both prime numbers, so A x B is a composite number.
(3) A- B is also an odd number.
A and B are both odd numbers, so A- B is an even number.
The answer is E.

Final Answer:
2 and 3. Only",10.260874032974243,AQUA-RAT,math_reasoning
27005,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A profit of Rs. 1000 is divided between X and Y in the ratio of 1/2:1/3 . What is the difference between their profit shares ?

Choices:
A. s. 200
B. s. 100
C. s. 300
D. s. 50
E. s. 90",s. 200,"Reasoning:
Explanation:
Let the share of X and Y be Rs. x and Rs. y respectively.
Then, x/y = 1/2 : 1/3 = 3:2
x/y = 3/2
x = 3/2 y
x + y = 1000
3/2 y + y = 1000
5/2 y = 1000
y = 200
x = 3/2 * 200 = 300
Difference between their profit shares = 300 - 200 = 100
Answer: B

Final Answer:
s. 100",11.455732583999634,AQUA-RAT,math_reasoning
24291,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"What profit percent is made by selling an article at a certain price, if by selling at 2/3rd of that price, there would be a loss of 15%?

Choices:
A. 20%
B. 27.5%
C. 10%
D. 80%
E. 90%",27.5%,"Reasoning:
Let C.P. = Rs. 100.
Then, S.P. = Rs. 85.
Now, 2/3 of Rs. 100 = Rs. 66 2/3.
Loss = 15% of Rs. 100 = Rs. 15.
Therefore, Gain = 15 - 66 2/3 = Rs. 50 1/3.
Gain% = 50 1/3/100 * 100 = 27 1/3 %.
Answer: B

Final Answer:
27.5%",10.270968914031982,AQUA-RAT,math_reasoning
21169,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"2 men and 2 women are lined up in a row. What is the number of cases where they stand with each other in turn? (The number of cases in which men (or women) do not stand next to each other)

Choices:
A. 4
B. 15
C. 18
D. 21
E. 24",4,"Reasoning:
The number of cases in which men do not stand next to each other is 4.
The number of cases in which women do not stand next to each other is 4.
The number of cases in which both men and women do not stand next to each other is 4.
The number of cases in which men and women stand next to each other is 4+4-4=4.
The answer is A.

Final Answer:
4",8.223472118377686,AQUA-RAT,math_reasoning
14041,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"How many seconds will a 500 meter long train take to cross a man walking with a speed of 3 km/hr in the direction of the moving train if the speed of the train is 63 km/hr?

Choices:
A. 300
B. 400
C. 500
D. 600
E. 700",500,"Reasoning:
Speed of train relative to man = (63 - 3) km/hr = 60 km/hr.
= 60 * 5/18 = 50/3 m/sec.
Time taken to pass the man = 500 * 3/50 = 30 sec.
Answer: A

Final Answer:
300",5.869647264480591,AQUA-RAT,math_reasoning
25993,Read the question and supporting facts carefully. Reason about the information and answer with Yes or No.,Is Europa (moon) name origin related to Amunet?,No,"Reasoning:
Europa is the name of a moon of Jupiter. Amunet is the name of a goddess in ancient Egyptian mythology. Amunet is the wife of Amun, the chief god of ancient Egypt.

Final Answer:
No",4.453357696533203,StrategyQA,commonsense_reasoning
13469,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A and B started business in partnership investing Rs. 20,000 and Rs. 15,000 respectively. After six months, C joined them with Rs. 20,000. What will be B's share in the total profit of Rs. 18,000 earned at the end of 18 months from the starting of the business?

Choices:
A. A)4966
B. B)7389
C. C)7379
D. D)7453
E. E)7637",A)4966,"Reasoning:
A : B : C = (20000 * 18) : (15000 * 18) : (20000 * 12)
= 3 : 2 : 3
B's share = Rs. (18000 * 2/8) = Rs. 4500.
Answer: A

Final Answer:
A)4966",6.70753026008606,AQUA-RAT,math_reasoning
28635,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"If x < y < 0, which of the following must be true?

Choices:
A. 2xy/3x is a negative integer
B. x-y is a positive integer
C. (-x)+ (-y) is positive integer
D. x/y is a negative integer
E. 2x+y is a negative integer",(-x)+ (-y) is positive integer,"Reasoning:
x < y < 0
x/y is negative
x-y is negative
(-x)+ (-y) is positive
2xy/3x is negative
2x+y is negative
Answer: D

Final Answer:
x/y is a negative integer",4.952075481414795,AQUA-RAT,math_reasoning
22364,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Consider a set S given as {11,22,33,44,55,66,77,88,99} . If each element of the data set is multiplied by -6 then by what factors will the Mean,Variance and Standard Deviation respectively change ?

Choices:
A. -6,-6,-6
B. -6,6,6
C. 1,1,1
D. -6,36,6
E. 6,6,36","-6,36,6","Reasoning:
Mean will change by -6
Variance will change by 36
Standard Deviation will change by 6
Answer is D

Final Answer:
-6,36,6",3.6023499965667725,AQUA-RAT,math_reasoning
23484,Solve the following math reasoning problem step by step.,"If Billy rode his bike 17 times, John rode his bike twice as many times, and their mother rode her bike 10 times more than John, how many times did they ride their bikes in total?",95,"Reasoning:
John rode his bike 17 x 2 = <<17*2=34>>34 times.
Their mother rode her bike 34 + 10 = <<34+10=44>>44 times.
So, they rode their bikes 17 + 34 + 44 = <<17+34+44=95>>95 times in total.

Final Answer:
95",6.74315619468689,gsm8k,math_reasoning
