instruction,input,reasoning,answer,dataset,task_type
Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"Why is it safer to look at the Moon than it is to look at the Sun?

Choices:
A. The Moon is less bright.
B. The Moon is closer to Earth.
C. The Moon shines mostly at night.
D. The Moon is full only once a month.",Not provided,The Moon is less bright.,ARC-Challenge,science_reasoning
Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"While collecting wildflowers, a student begins to sneeze and has itchy, watery eyes. What bodily system causes this reaction?

Choices:
A. immune
B. nervous
C. muscular
D. circulatory",Not provided,immune,ARC-Challenge,science_reasoning
Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"A student poured water into a plastic tray. The student then put the tray into the freezer. What property of the water changed as the water froze?

Choices:
A. The water became a gas.
B. The mass of water increased.
C. The water took a definite shape.
D. The flavor of the water changed.",Not provided,The water took a definite shape.,ARC-Challenge,science_reasoning
Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"Suppose a new fuel for cars is derived from coal. Cars can go twice as far on a tankful of the new fuel as they can on the same amount of gasoline. How would you categorize the new fuel?

Choices:
A. It is a renewable fossil fuel.
B. It is a nonrenewable fossil fuel.
C. It is a renewable biomass fuel.
D. It is a nonrenewable biomass fuel.",Not provided,It is a nonrenewable fossil fuel.,ARC-Challenge,science_reasoning
Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"Which statement best describes a neutron?

Choices:
A. It has a negative charge.
B. It moves around the nucleus.
C. It adds mass to the nucleus.
D. It has a positive charge.",Not provided,It adds mass to the nucleus.,ARC-Challenge,science_reasoning
Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"Wind turbines are being used to generate electricity in many parts of the United States. One advantage of wind turbines is that no fossil fuels are burned. Which of the following is a disadvantage of wind turbines?

Choices:
A. Wind turbines can emit dangerous radiation if damaged.
B. Wind turbine farms must be located near large bodies of water.
C. Wind turbines do not produce energy until many years after being built.
D. Wind turbine farms require a lot of area compared to how much energy they produce.",Not provided,Wind turbine farms require a lot of area compared to how much energy they produce.,ARC-Challenge,science_reasoning
Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"Which type of force requires contact between two objects for one to push or pull the other?

Choices:
A. frictional forces slowing down a rolling soccer ball
B. the magnetic force pulling paper clips to a powerful electromagnet
C. the magnetic force pushing two magnets apart
D. the force of gravity acting on raindrops that fall to Earth",Not provided,frictional forces slowing down a rolling soccer ball,ARC-Challenge,science_reasoning
Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"Which part of a pine tree makes food?

Choices:
A. root
B. cone
C. trunk
D. needle",Not provided,needle,ARC-Challenge,science_reasoning
Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"In pea plants, tall is dominant over short. What size pea plants would result when two short plants are crossed?

Choices:
A. short plants only
B. short and tall plants
C. tall plants only
D. middle-sized plants",Not provided,short plants only,ARC-Challenge,science_reasoning
Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"Which type of water reservoir contains the largest volume of fresh water?

Choices:
A. lakes
B. rivers
C. ice sheets
D. aquifers",Not provided,ice sheets,ARC-Challenge,science_reasoning
